job_id,created_by,order_id,recurring_id,recurring_count,partner_order_id,team_id,vertical,merchant_id,geofence,tags,auto_assignment,dispatcher_id,job_hash,has_pickup,has_delivery,is_routed,pickup_delivery_relationship,job_description,job_pickup_datetime,job_delivery_datetime,job_pickup_latitude,job_pickup_longitude,job_latitude,job_longitude,creation_datetime,fleet_id,first_fleet_id,user_id,fleet_rating,customer_comment,is_customer_rated,customer_id,arrived_datetime,started_datetime,completed_datetime,acknowledged_datetime,job_status,is_active,job_type,completed_by_admin,open_tracking_link,timezone,job_time,job_date,job_time_utc,job_date_utc,total_distance_travelled,form_id,customer_rating,driver_comment,remarks,barcode,ride_type,matched_pickup_delivery_relationship,is_return_task,insurance_amount,upto_limit,is_package_insured,old_pickup_address,old_pickup_lattitude,old_pickup_longitude,total_amount,payment_method,is_last_delivery,subtotal_amount,total_insurance_amount,total_discount,total_amount_for_all_tasks,total_no_of_tasks,incident_marked_at,incident_marked_at_latitude,incident_marked_at_longitude,is_schedule_task,unique_order_id,service_charge_amount,admin_amount,is_pickup_completed_before,benefit_type,promo_value,old_payment_method,is_job_edited,amount_for_first_task,delivery_completed_by,is_cod_job,cash_handling_charges,cash_handling_percentage,parcel_amount,kwister_cash_handling_charge,delivery_charge_by_buyer,delivery_charge,outstanding_amount,net_processed_amount,surge_cost,surge_type,task_history_image,order_payable_amount,pricing_amount,actual_order_payable_amount,cancellation_reason,cancellation_charges,is_refund_enable,refund_amount,vehicle_id,delivery_instruction,loaders_amount,delivery_images,is_paid,loaders_count,sareaId,cashback,card_type,reason_type
134850,4,36253,0,0,NULL,1,0,0,0,NULL,1,NULL,a9e6db8ca795eccfdf23e3643f215bac,1,1,0,13484916155382898373154,,"0000-00-00 00:00:00","2021-03-12 10:00:00",6.525021599999999,3.326247399999999,6.525021599999999,3.326247399999999,"2021-03-12 08:38:09",1807,1807,1,0,NULL,0,NULL,"2021-03-12 09:12:57","2021-03-12 09:02:59","2021-03-12 09:19:03","2021-03-12 08:40:37",2,1,1,0,0,-60,"2021-03-12 10:00:00",2021-03-12,"2021-03-12 09:00:00",2021-03-12,3654,1,5.0,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,0.00,2097152,1,932.800,0.000,0.000,0.00,1,NULL,NULL,NULL,0,134849CK206,0.00,200.00,1,NULL,NULL,NULL,0,932.80,1807,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.5015768,3.3292562&markers=color:red%7C6.525021599999999,3.326247399999999",1000.00,500.00,1000.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
134851,4,2349,0,0,NULL,1,0,0,0,,1,NULL,e12111a44a550352f457894232d2e1e0,1,1,0,13485116155383382649225,,"2021-03-12 09:50:00","0000-00-00 00:00:00",6.4428397,3.4693214,6.4428397,3.4693214,"2021-03-12 08:38:58",1904,1904,1,0,NULL,0,33342,"2021-03-12 08:49:07","2021-03-12 08:41:41","2021-03-12 08:51:26","2021-03-12 08:40:29",2,1,0,0,0,-60,"2021-03-12 09:50:00",2021-03-12,"2021-03-12 08:50:00",2021-03-12,2959,1,5.0,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1800.00,32,0,1704.500,0.000,0.000,1800.00,1,NULL,NULL,NULL,0,134851CK207,0.00,360.00,1,NULL,NULL,NULL,0,1704.50,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,1800.00,900.00,1800.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
134852,4,2349,0,0,NULL,1,0,0,0,NULL,1,NULL,3584cab9189d15ba9aa1564260f75cfe,1,1,0,13485116155383382649225,,"0000-00-00 00:00:00","2021-03-12 10:26:00",6.429787600000001,3.5542128,6.429787600000001,3.5542128,"2021-03-12 08:38:58",1904,1904,1,0,NULL,0,NULL,"2021-03-12 09:18:07","2021-03-12 08:51:31","2021-03-12 09:27:39","2021-03-12 08:40:29",2,1,1,0,0,-60,"2021-03-12 10:26:00",2021-03-12,"2021-03-12 09:26:00",2021-03-12,12434,1,4.0,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1800.00,32,1,1704.500,0.000,0.000,1800.00,1,NULL,NULL,NULL,0,134851CK207,0.00,360.00,1,NULL,NULL,NULL,0,1704.50,1904,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.4428397,3.4693214&markers=color:red%7C6.429787600000001,3.5542128",1800.00,900.00,1800.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
134853,4,14566,0,0,NULL,1,0,0,0,NULL,1,NULL,438dff90eacf062ee6c7b4b02455b61c,1,1,0,13485316155384109044332,,"2021-03-12 09:49:00","0000-00-00 00:00:00",6.5870136,3.3339233,6.5870136,3.3339233,"2021-03-12 08:40:10",1920,1920,1,0,NULL,0,NULL,"2021-03-12 09:12:10","2021-03-12 08:40:25","2021-03-12 09:13:14","2021-03-12 08:40:14",2,1,0,0,0,-60,"2021-03-12 09:49:00",2021-03-12,"2021-03-12 08:49:00",2021-03-12,196,1,5.0,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1200.00,32,0,1144.000,0.000,0.000,1200.00,1,NULL,NULL,NULL,0,134853CK208,0.00,240.00,1,NULL,NULL,NULL,0,1144.00,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,1200.00,600.00,1200.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,120.00,1,0
134854,4,14566,0,0,NULL,1,0,0,0,NULL,1,NULL,78668bf401f2fc94331412a8eaae5a4e,1,1,0,13485316155384109044332,,"0000-00-00 00:00:00","2021-03-12 10:04:00",6.551988499999999,3.3611912,6.551988499999999,3.3611912,"2021-03-12 08:40:10",1920,1920,1,0,NULL,0,NULL,"2021-03-12 09:34:01","2021-03-12 09:14:19","2021-03-12 09:37:15","2021-03-12 08:40:14",2,1,1,0,2,-60,"2021-03-12 10:04:00",2021-03-12,"2021-03-12 09:04:00",2021-03-12,7502,1,5.0,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1200.00,32,1,1144.000,0.000,0.000,1200.00,1,NULL,NULL,NULL,0,134853CK208,0.00,240.00,1,NULL,NULL,NULL,0,1144.00,1920,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.5870136,3.3339233&markers=color:red%7C6.551988499999999,3.3611912",1200.00,600.00,1200.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,120.00,1,0
134855,4,10601,0,0,NULL,1,0,0,0,NULL,1,NULL,aa1baf6084e01b609b339f7d3c12a73f,1,1,0,13485516155384894550934,,"2021-03-12 09:53:00","0000-00-00 00:00:00",6.534921699999999,3.3654335,6.534921699999999,3.3654335,"2021-03-12 08:41:29",2281,2281,1,0,NULL,0,NULL,"2021-03-12 08:59:38","2021-03-12 08:43:04","2021-03-12 09:03:13","2021-03-12 08:41:34",2,1,0,0,0,-60,"2021-03-12 09:53:00",2021-03-12,"2021-03-12 08:53:00",2021-03-12,6620,1,5.0,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,2200.00,32,0,2126.000,0.000,0.000,2200.00,1,NULL,NULL,NULL,0,134855CK209,0.00,440.00,1,NULL,NULL,NULL,0,2126.00,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,2200.00,1100.00,2200.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
134856,4,10601,0,0,NULL,1,0,0,0,NULL,1,NULL,6214b5f8a657967f97c6cc3262bbb5b2,1,1,0,13485516155384894550934,,"0000-00-00 00:00:00","2021-03-12 10:36:00",6.427200099999999,3.4727476,6.427200099999999,3.4727476,"2021-03-12 08:41:29",2281,2281,1,0,NULL,0,NULL,"2021-03-12 10:01:27","2021-03-12 09:06:25","2021-03-12 10:08:30","2021-03-12 08:41:34",2,1,1,0,0,-60,"2021-03-12 10:36:00",2021-03-12,"2021-03-12 09:36:00",2021-03-12,22285,1,5.0,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,2200.00,32,1,2126.000,0.000,0.000,2200.00,1,NULL,NULL,NULL,0,134855CK209,0.00,440.00,1,NULL,NULL,NULL,0,2126.00,2281,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.534921699999999,3.3654335&markers=color:red%7C6.427200099999999,3.4727476",2200.00,1100.00,2200.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
134857,3,6068,0,0,NULL,1,0,0,0,NULL,1,NULL,ff09d2dcde47d742109262a17f812003,1,1,0,13485716155387901364637,NULL,"2021-03-12 09:52:00","0000-00-00 00:00:00",6.4262054,3.4621883,6.4262054,3.4621883,"2021-03-12 08:46:30",1447,1447,1,0,NULL,0,NULL,"2021-03-12 09:17:02","2021-03-12 08:46:51","2021-03-12 09:19:02","2021-03-12 08:46:40",2,1,0,0,0,-60,"2021-03-12 09:52:00",2021-03-12,"2021-03-12 08:52:00",2021-03-12,7084,2,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1200.00,8,0,1138.300,0.000,0.000,1200.00,1,NULL,NULL,NULL,0,134857CK210,0.00,240.00,1,NULL,NULL,NULL,0,1138.30,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,1200.00,600.00,1200.00,NULL,0.00,0,0.00,1,,0.00,,0,0,1,0.00,0,0
134858,3,6068,0,0,NULL,1,0,0,0,NULL,1,NULL,fa93e9211c4271c8a17fb3436e34670e,1,1,0,13485716155387901364637,NULL,"0000-00-00 00:00:00","2021-03-12 10:08:00",6.4445446,3.4886127,6.4445446,3.4886127,"2021-03-12 08:46:30",1447,1447,1,0,NULL,0,NULL,"2021-03-12 10:10:44","2021-03-12 09:26:13","2021-03-12 10:10:50","2021-03-12 08:46:40",2,1,1,0,2,-60,"2021-03-12 10:08:00",2021-03-12,"2021-03-12 09:08:00",2021-03-12,17678,2,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1200.00,8,1,1138.300,0.000,0.000,1200.00,1,NULL,NULL,NULL,0,134857CK210,0.00,240.00,1,NULL,NULL,NULL,0,1138.30,1447,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.4262054,3.4621883&markers=color:red%7C6.4445446,3.4886127",1200.00,600.00,1200.00,NULL,0.00,0,0.00,1,,0.00,,0,0,1,0.00,0,0
134859,4,4829,0,0,NULL,1,0,0,0,NULL,2,NULL,7d702844a0114ee29a9967edc6f9fa0c,1,1,0,13485916155388137736120,,"2021-03-12 09:58:00","0000-00-00 00:00:00",6.535409199999999,3.353473999999999,6.535409199999999,3.353473999999999,"2021-03-12 08:46:53",2173,2173,1,0,NULL,0,NULL,"2021-03-12 09:25:44","2021-03-12 08:55:23","2021-03-12 09:25:44","2021-03-12 09:21:20",9,1,0,0,0,-60,"2021-03-12 09:58:00",2021-03-12,"2021-03-12 08:58:00",2021-03-12,5198,1,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1100.00,32,0,1065.000,0.000,0.000,1100.00,1,NULL,NULL,NULL,0,134859CK211,0.00,0.00,0,NULL,NULL,NULL,0,1065.00,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,1100.00,0.00,1100.00,"Customer not available",300.00,1,800.00,1,,0.00,,0,0,0,0.00,0,0
134860,4,4829,0,0,NULL,1,0,0,0,NULL,2,NULL,8ead821490cf5300d14e2663e30161bf,1,1,0,13485916155388137736120,,"0000-00-00 00:00:00","2021-03-12 10:13:00",6.526337,3.3668252,6.526337,3.3668252,"2021-03-12 08:46:53",2173,2173,1,0,NULL,0,NULL,"2021-03-12 09:25:45","2021-03-12 09:25:45","2021-03-12 09:25:45","2021-03-12 09:21:20",9,1,1,0,0,-60,"2021-03-12 10:13:00",2021-03-12,"2021-03-12 09:13:00",2021-03-12,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1100.00,32,0,1065.000,0.000,0.000,1100.00,1,NULL,NULL,NULL,0,134859CK211,0.00,0.00,0,NULL,NULL,NULL,0,1065.00,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,1100.00,0.00,1100.00,"Customer not available",0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
134861,3,6068,0,0,NULL,1,0,0,0,NULL,1,NULL,604e1c3060dfda7c2449ae989c7d9fa8,1,1,0,13486116155389085187878,NULL,"2021-03-12 09:54:00","0000-00-00 00:00:00",6.4262054,3.4621883,6.4262054,3.4621883,"2021-03-12 08:48:28",1596,1596,1,0,NULL,0,NULL,"2021-03-12 08:49:16","2021-03-12 08:49:11","2021-03-12 10:19:40","2021-03-12 08:48:44",2,1,0,0,0,-60,"2021-03-12 09:54:00",2021-03-12,"2021-03-12 08:54:00",2021-03-12,23456,2,5.0,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1500.00,8,0,1494.800,0.000,0.000,1500.00,1,NULL,NULL,NULL,0,134861CK212,0.00,300.00,1,NULL,NULL,NULL,0,1494.80,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,1500.00,750.00,1500.00,NULL,0.00,0,0.00,1,,0.00,,0,0,1,0.00,0,0
134862,3,6068,0,0,NULL,1,0,0,0,NULL,1,NULL,7b245986618bb42c07577a76bbf37c77,1,1,0,13486116155389085187878,NULL,"0000-00-00 00:00:00","2021-03-12 10:18:00",6.459944300000001,3.5561518,6.459944300000001,3.5561518,"2021-03-12 08:48:28",1596,1596,1,0,NULL,0,NULL,"2021-03-12 10:19:49","2021-03-12 10:19:46","2021-03-12 11:08:52","2021-03-12 08:48:44",2,1,1,0,0,-60,"2021-03-12 10:18:00",2021-03-12,"2021-03-12 09:18:00",2021-03-12,9992,2,5.0,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1500.00,8,1,1494.800,0.000,0.000,1500.00,1,NULL,NULL,NULL,0,134861CK212,0.00,300.00,1,NULL,NULL,NULL,0,1494.80,1596,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.4262054,3.4621883&markers=color:red%7C6.459944300000001,3.5561518",1500.00,750.00,1500.00,NULL,0.00,0,0.00,1,,0.00,,0,0,1,0.00,0,0
134863,4,31081,0,0,NULL,1,0,0,0,NULL,1,NULL,8beed4278719e2c95e4c41116e5c0819,1,1,0,13486316155389258141449,,"2021-03-12 10:00:00","0000-00-00 00:00:00",6.451633600000002,3.552101,6.451633600000002,3.552101,"2021-03-12 08:48:45",1607,1607,1,0,NULL,0,NULL,"2021-03-12 09:27:33","2021-03-12 09:12:42","2021-03-12 09:36:18","2021-03-12 08:52:38",2,1,0,0,0,-60,"2021-03-12 10:00:00",2021-03-12,"2021-03-12 09:00:00",2021-03-12,1055,1,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1500.00,8,0,1436.700,0.000,0.000,1500.00,1,NULL,NULL,NULL,0,134863CK213,0.00,300.00,1,NULL,NULL,NULL,0,1436.70,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,1500.00,750.00,1500.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
134864,4,31081,0,0,NULL,1,0,0,0,NULL,1,NULL,04783b522f41ca350eb8eed3505f527b,1,1,0,13486316155389258141449,,"0000-00-00 00:00:00","2021-03-12 10:24:00",6.4511783,3.4717445,6.4511783,3.4717445,"2021-03-12 08:48:45",1607,1607,1,0,NULL,0,NULL,"2021-03-12 10:24:50","2021-03-12 09:36:34","2021-03-12 10:31:05","2021-03-12 08:52:38",2,1,1,0,0,-60,"2021-03-12 10:24:00",2021-03-12,"2021-03-12 09:24:00",2021-03-12,10793,1,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1500.00,8,1,1436.700,0.000,0.000,1500.00,1,NULL,NULL,NULL,0,134863CK213,0.00,300.00,1,NULL,NULL,NULL,0,1436.70,1607,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.451633600000002,3.552101&markers=color:red%7C6.4511783,3.4717445",1500.00,750.00,1500.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,0.00,0,0
134865,3,36973,0,0,NULL,1,0,0,0,NULL,2,NULL,4170fc6379d500863270b20d1a3a47e5,1,1,0,13486516155392123106178,NULL,"2021-03-12 09:56:00","0000-00-00 00:00:00",6.634051999999999,3.3432455,6.634051999999999,3.3432455,"2021-03-12 08:53:32",1779,1779,1,0,NULL,0,NULL,"2021-03-12 09:24:45","2021-03-12 09:02:32","2021-03-12 09:24:51","2021-03-12 09:02:19",2,1,0,0,0,-60,"2021-03-12 09:56:00",2021-03-12,"2021-03-12 08:56:00",2021-03-12,4514,2,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1300.00,32,0,1238.300,0.000,0.000,1300.00,1,NULL,NULL,NULL,0,134865CK214,0.00,260.00,1,NULL,NULL,NULL,0,1238.30,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,1300.00,650.00,1300.00,NULL,0.00,0,0.00,1,,0.00,,0,0,1,0.00,0,0
134866,3,36973,0,0,NULL,1,0,0,0,NULL,2,NULL,e5fc3dfabb8fe45536d3f9a96fec5e73,1,1,0,13486516155392123106178,NULL,"0000-00-00 00:00:00","2021-03-12 10:16:00",6.586582499999999,3.3631401,6.586582499999999,3.3631401,"2021-03-12 08:53:32",1779,1779,1,0,NULL,0,NULL,"2021-03-12 09:43:26","2021-03-12 09:24:57","2021-03-12 09:47:20","2021-03-12 09:02:19",2,1,1,0,0,-60,"2021-03-12 10:16:00",2021-03-12,"2021-03-12 09:16:00",2021-03-12,6200,2,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,1300.00,32,1,1238.300,0.000,0.000,1300.00,1,NULL,NULL,NULL,0,134865CK214,0.00,260.00,1,NULL,NULL,NULL,0,1238.30,1779,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.634051999999999,3.3432455&markers=color:red%7C6.586582499999999,3.3631401",1300.00,650.00,1300.00,NULL,0.00,0,0.00,1,,0.00,,0,0,1,0.00,0,0
134867,4,33364,0,0,NULL,1,0,0,0,,1,NULL,ebb47782fc3ce84ddf84785273f7f372,1,1,0,13486716155398409856984,,"2021-03-12 10:15:00","0000-00-00 00:00:00",6.432199499999998,3.464737099999999,6.432199499999998,3.464737099999999,"2021-03-12 09:04:00",1190,1190,1,0,NULL,0,49607,"2021-03-12 10:43:28","2021-03-12 09:25:29","2021-03-12 10:43:30","2021-03-12 09:12:58",2,1,0,0,0,-60,"2021-03-12 10:15:00",2021-03-12,"2021-03-12 09:15:00",2021-03-12,24230,1,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,900.00,32,0,1101.800,0.000,110.180,900.00,1,NULL,NULL,NULL,0,134867CK215,0.00,240.00,1,3,10.00,NULL,0,991.62,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,1200.00,600.00,1200.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,90.00,1,0
134868,4,33364,0,0,NULL,1,0,0,0,NULL,1,NULL,e8c284b39f41d9f8f3f65dd6b66022b0,1,1,0,13486716155398409856984,,"0000-00-00 00:00:00","2021-03-12 10:29:00",6.435749800000001,3.5207464,6.435749800000001,3.5207464,"2021-03-12 09:04:01",1190,1190,1,0,NULL,0,NULL,"2021-03-12 10:59:15","2021-03-12 10:44:19","2021-03-12 11:01:37","2021-03-12 09:12:58",2,1,1,0,0,-60,"2021-03-12 10:29:00",2021-03-12,"2021-03-12 09:29:00",2021-03-12,6608,1,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,900.00,32,1,1101.800,0.000,110.180,900.00,1,NULL,NULL,NULL,0,134867CK215,0.00,240.00,1,3,10.00,NULL,0,991.62,1190,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.432199499999998,3.464737099999999&markers=color:red%7C6.435749800000001,3.5207464",1200.00,600.00,1200.00,NULL,0.00,0,0.00,1,,0.00,,0,0,0,90.00,1,0
134869,3,30871,0,0,NULL,1,0,0,0,NULL,1,NULL,1dd2d4e4363d698b79145ae19311ce4f,1,1,0,13486916155399335831056,NULL,"2021-03-12 10:11:00","0000-00-00 00:00:00",6.5025249,3.3543924,6.5025249,3.3543924,"2021-03-12 09:05:33",1255,1255,1,0,NULL,0,NULL,"2021-03-12 09:41:02","2021-03-12 09:06:25","2021-03-12 09:44:28","2021-03-12 09:05:38",2,1,0,0,2,-60,"2021-03-12 10:11:00",2021-03-12,"2021-03-12 09:11:00",2021-03-12,5449,2,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,2200.00,32,0,2320.200,0.000,0.000,2200.00,1,NULL,NULL,NULL,0,134869CK216,0.00,480.00,1,NULL,NULL,NULL,0,2320.20,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,2400.00,1200.00,2400.00,NULL,0.00,0,0.00,1,,0.00,,0,0,1,0.00,0,0
134870,3,30871,0,0,NULL,1,0,0,0,NULL,1,NULL,306025e57b77a18293a8bd0e74f46ec9,1,1,0,13486916155399335831056,NULL,"0000-00-00 00:00:00","2021-03-12 10:57:00",6.4495266,3.5275161,6.4495266,3.5275161,"2021-03-12 09:05:33",1255,1255,1,0,NULL,0,NULL,"2021-03-12 10:37:47","2021-03-12 09:44:35","2021-03-12 10:37:57","2021-03-12 09:05:38",2,1,1,0,3,-60,"2021-03-12 10:57:00",2021-03-12,"2021-03-12 09:57:00",2021-03-12,25783,2,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,2200.00,32,1,2320.200,0.000,0.000,2200.00,1,NULL,NULL,NULL,0,134869CK216,0.00,480.00,1,NULL,NULL,NULL,0,2320.20,1255,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.5025249,3.3543924&markers=color:red%7C6.4495266,3.5275161",2400.00,1200.00,2400.00,NULL,0.00,0,0.00,1,,0.00,,0,0,1,0.00,0,0
134871,3,35000,0,0,NULL,1,0,0,0,NULL,2,NULL,284c3981b6cd8b6029aa4650ec2964f9,1,1,0,13487116155400055522592,NULL,"2021-03-12 10:10:00","0000-00-00 00:00:00",6.4938558,3.3432957,6.4938558,3.3432957,"2021-03-12 09:06:45",1807,1807,1,0,NULL,0,NULL,"2021-03-12 09:41:49","2021-03-12 09:21:38","2021-03-12 09:47:56","2021-03-12 09:19:54",2,1,0,0,2,-60,"2021-03-12 10:10:00",2021-03-12,"2021-03-12 09:10:00",2021-03-12,5766,2,5.0,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,8500.00,1048576,0,1038.200,0.000,0.000,8500.00,1,NULL,NULL,NULL,0,134871CK217,0.00,311.76,1,NULL,NULL,NULL,0,1038.20,NULL,1,130.00,1.70,8500.00,38.24,2,1100.00,7270.00,7270.00,0.00,0,NULL,8500.00,0.00,8500.00,NULL,0.00,0,0.00,1,,0.00,,0,0,1,0.00,0,0
134872,3,35000,0,0,NULL,1,0,0,0,NULL,2,NULL,6be9dc1823dc55a6e0507043428a33d7,1,1,0,13487116155400055522592,NULL,"0000-00-00 00:00:00","2021-03-12 10:26:00",6.5116067,3.3341357,6.5116067,3.3341357,"2021-03-12 09:06:45",1807,1807,1,0,NULL,0,NULL,"2021-03-12 10:07:01","2021-03-12 09:48:47","2021-03-12 10:07:35","2021-03-12 09:19:54",2,1,1,0,0,-60,"2021-03-12 10:26:00",2021-03-12,"2021-03-12 09:26:00",2021-03-12,4219,2,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,8500.00,1048576,1,1038.200,0.000,0.000,8500.00,1,NULL,NULL,NULL,0,134871CK217,0.00,311.76,1,NULL,NULL,NULL,0,1038.20,1807,1,130.00,1.70,8500.00,38.24,2,1100.00,7270.00,7270.00,0.00,0,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyBceSHzDCsNjSnuerk9q5iYOXiVcuTeSXk&size=800x200&format=pngg&sensor=false&markers=color:green%7C6.4938558,3.3432957&markers=color:red%7C6.5116067,3.3341357",8500.00,0.00,8500.00,NULL,0.00,0,0.00,1,,0.00,,0,0,1,0.00,0,0
134873,4,475,0,0,NULL,0,0,0,0,NULL,1,NULL,996324c5887f2dc36460675cee877458,1,1,0,13487316155401469941488,,"2021-03-12 10:20:00","0000-00-00 00:00:00",6.465215682810932,3.6946285037731283,6.465215682810932,3.6946285037731283,"2021-03-12 09:09:07",NULL,NULL,1,0,NULL,0,NULL,"2021-03-12 09:19:29","2021-03-12 09:19:29","2021-03-12 09:19:29","2021-03-12 09:19:29",9,1,0,0,0,-60,"2021-03-12 10:20:00",2021-03-12,"2021-03-12 09:20:00",2021-03-12,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0.00,0.00,0,,,,2500.00,8,0,2419.500,0.000,0.000,2500.00,1,NULL,NULL,NULL,0,134873CK218,0.00,0.00,0,NULL,NULL,NULL,0,2419.50,NULL,0,0.00,1.70,0.00,0.00,0,0.00,0.00,0.00,0.00,0,NULL,2500.00,0.00,2500.00,"High Price",0.00,1,0.00,1,,0.00,,0,0,0,0.00,0,0
